id_aluno,evasao,sexo,idade,etapa_ensino,renda_familiar,nivel_socioeconomico,frequencia_escolar,notas_medias,repetente,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
497,True,Feminino,12,3ª série EM,1313.18,N4,74.3,6.3,False,False,True,False,False,False,Baixo,Bom,Alta,False,Média,False,1.4,False,Moderado,Boa,Completa,Média,Regular,0.27678045909358445,False
498,False,Masculino,10,6º ano,1141.36,N1,80.1,7.1,False,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,1.8,False,Moderado,Boa,Parcial,Média,Ruim,0.21586227192466162,True
499,False,Feminino,12,1ª série EM,949.88,N2,70.8,5.4,True,False,False,False,True,False,Médio,Bom,Baixa,False,Baixa,False,3.8,False,Alto,Regular,Insuficiente,Média,Boa,0.7733961153619777,True
500,True,Masculino,17,2ª série EM,444.28,N3,51.4,7.3,False,False,False,False,True,False,Baixo,Ruim,Média,False,Baixa,True,0.6,True,Baixo,Ruim,Parcial,Média,Boa,0.6280164802825192,True
501,False,Masculino,15,6º ano,505.12,N5,80.2,7.4,True,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.2,False,Baixo,Regular,Completa,Alta,Boa,0.3493231312536786,False
502,True,Masculino,19,7º ano,1025.86,N6,81.0,6.2,False,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.7,False,Alto,Regular,Insuficiente,Alta,Boa,0.25161859917598584,False
503,True,Feminino,18,8º ano,1151.89,N6,50.5,7.1,True,False,False,False,False,False,Alto,Bom,Baixa,True,Alta,False,1.4,True,Alto,Boa,Completa,Baixa,Boa,0.4936727486756916,True
504,False,Masculino,21,7º ano,319.28,N2,85.7,4.3,False,False,True,False,False,False,Baixo,Ruim,Baixa,False,Baixa,True,2.3,False,Baixo,Boa,Completa,Baixa,Boa,0.31474396703943497,False
505,False,Masculino,21,8º ano,1250.55,N5,98.1,7.8,True,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,3.5,False,Moderado,Regular,Parcial,Alta,Boa,0.2526486168334315,False
506,False,Masculino,20,9º ano,551.22,N7,58.5,8.3,False,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.9,True,Alto,Boa,Completa,Média,Boa,0.2582401412595644,False
507,True,Feminino,14,8º ano,901.71,N2,61.4,5.0,False,True,False,False,False,False,Baixo,Bom,Baixa,False,Média,False,1.9,True,Moderado,Boa,Parcial,Média,Regular,0.5382577987051207,True
508,True,Masculino,21,5º ano,769.95,N7,57.6,5.4,False,False,False,False,False,False,Alto,Regular,Média,False,Média,False,2.4,False,Alto,Ruim,Completa,Alta,Ruim,0.3902295467922307,True
509,False,Masculino,20,5º ano,1156.89,N2,99.9,9.0,True,False,False,False,False,False,Médio,Ruim,Alta,True,Alta,True,1.0,False,Alto,Boa,Parcial,Alta,Boa,0.19173042966450854,False
510,False,Masculino,12,5º ano,451.82,N3,91.4,4.2,False,False,False,True,False,False,Alto,Regular,Baixa,False,Alta,False,2.0,False,Moderado,Regular,Completa,Alta,Regular,0.29399646851088873,False
511,True,Feminino,22,7º ano,301.17,N3,96.5,3.8,False,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,1.0,False,Alto,Boa,Completa,Alta,Boa,0.28914067098293117,True
512,True,Masculino,10,1ª série EM,823.54,N1,54.8,7.4,False,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,2.0,False,Moderado,Boa,Completa,Média,Regular,0.31430253090052973,False
513,False,Outro,16,8º ano,862.07,N1,54.7,5.5,False,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,1.7,False,Moderado,Regular,Parcial,Baixa,Boa,0.3986168334314303,True
514,True,Masculino,21,2ª série EM,705.83,N1,93.6,5.9,False,False,False,False,False,False,Alto,Ruim,Baixa,True,Alta,False,2.1,False,Alto,Boa,Completa,Alta,Ruim,0.209240729841083,False
515,True,Feminino,12,1ª série EM,980.07,N6,91.0,7.2,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.3,False,Alto,Boa,Insuficiente,Alta,Boa,0.1633313713949382,True
516,True,Masculino,13,9º ano,394.0,N4,94.1,8.7,False,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,1.8,False,Alto,Boa,Completa,Baixa,Boa,0.08343143025309009,False
517,False,Feminino,19,1ª série EM,483.64,N3,59.8,7.3,True,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.2,False,Moderado,Regular,Insuficiente,Alta,Regular,0.4437904649793996,True
518,False,Feminino,22,2ª série EM,478.72,N2,61.2,6.4,False,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,3.4,False,Moderado,Regular,Parcial,Média,Boa,0.3301942319011183,True
519,False,Feminino,11,1ª série EM,1280.44,N1,97.8,5.3,False,False,False,False,False,False,Médio,Ruim,Baixa,False,Baixa,False,1.8,False,Alto,Regular,Completa,Alta,Boa,0.2171865803413773,False
520,False,Masculino,21,3ª série EM,397.5,N4,89.3,6.6,False,False,False,True,False,False,Baixo,Regular,Alta,False,Alta,False,2.2,True,Moderado,Regular,Completa,Média,Ruim,0.19732195409064154,False
521,True,Masculino,20,2ª série EM,519.25,N4,82.1,7.8,True,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,2.5,False,Alto,Boa,Completa,Alta,Boa,0.3232783990582696,False
522,True,Outro,17,3ª série EM,785.62,N4,57.6,7.7,False,False,False,False,True,False,Médio,Bom,Baixa,True,Alta,True,2.0,False,Baixo,Regular,Parcial,Baixa,Ruim,0.5829899941141848,True
523,True,Feminino,22,6º ano,1537.38,N6,95.2,5.9,False,True,False,False,False,False,Alto,Regular,Alta,True,Alta,False,0.4,False,Moderado,Ruim,Completa,Alta,Ruim,0.3493231312536786,True
524,False,Masculino,12,3ª série EM,611.85,N2,55.1,6.1,False,False,False,False,False,False,Médio,Ruim,Baixa,False,Alta,False,1.9,False,Moderado,Regular,Completa,Média,Boa,0.370364920541495,True
525,False,Masculino,20,8º ano,603.51,N1,53.6,4.3,False,True,False,False,False,False,Médio,Regular,Baixa,False,Baixa,False,1.0,False,Moderado,Boa,Completa,Alta,Ruim,0.603590347263096,True
526,False,Masculino,10,5º ano,934.93,N6,82.4,6.5,True,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,0.6,False,Alto,Regular,Completa,Alta,Boa,0.3793407886992348,False
527,False,Feminino,14,3ª série EM,629.83,N2,54.9,10.2,True,False,False,True,False,False,Alto,Regular,Alta,False,Alta,False,1.2,False,Alto,Regular,Completa,Alta,Regular,0.3374043555032373,True
528,True,Feminino,12,8º ano,340.45,N3,58.7,6.1,False,False,False,False,False,True,Alto,Ruim,Alta,True,Média,False,2.1,False,Moderado,Ruim,Completa,Baixa,Boa,0.3544732195409064,True
529,False,Feminino,11,9º ano,849.27,N7,64.3,6.8,False,True,False,False,False,False,Baixo,Bom,Média,True,Alta,False,2.1,True,Alto,Boa,Completa,Média,Regular,0.4459976456739259,True
530,True,Masculino,22,5º ano,601.91,N1,90.6,4.6,False,False,False,False,False,False,Baixo,Regular,Média,True,Alta,False,1.2,False,Baixo,Regular,Parcial,Baixa,Regular,0.2798705120659212,False
531,False,Feminino,18,5º ano,743.61,N2,62.9,8.3,False,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,0.0,False,Moderado,Ruim,Insuficiente,Baixa,Boa,0.23881695114773394,False
532,True,Masculino,14,7º ano,457.38,N7,78.7,8.3,False,False,False,False,False,True,Baixo,Bom,Alta,False,Alta,True,1.7,False,Moderado,Boa,Completa,Média,Regular,0.16907004120070623,True
533,True,Masculino,21,8º ano,430.05,N6,76.1,5.5,False,False,False,False,False,False,Baixo,Bom,Média,False,Alta,False,1.3,True,Alto,Boa,Completa,Média,Boa,0.30414949970570926,False
534,True,Masculino,20,3ª série EM,485.43,N3,70.7,6.0,False,True,True,False,False,False,Alto,Ruim,Média,False,Alta,False,3.1,False,Moderado,Boa,Parcial,Média,Boa,0.4530606238964096,True
535,True,Feminino,19,8º ano,503.81,N4,81.3,5.5,True,False,False,False,False,False,Médio,Bom,Alta,False,Média,True,1.1,False,Alto,Regular,Parcial,Baixa,Boa,0.42834020011771634,False
536,False,Masculino,11,7º ano,258.75,N7,85.9,9.4,False,False,False,True,False,False,Médio,Ruim,Baixa,True,Média,False,2.6,False,Alto,Regular,Parcial,Baixa,Boa,0.08872866391995286,False
537,True,Feminino,13,7º ano,983.55,N2,90.0,9.7,False,True,False,False,False,False,Médio,Bom,Média,True,Alta,False,3.2,False,Moderado,Boa,Completa,Média,Boa,0.20453207769276047,False
538,True,Masculino,20,6º ano,850.86,N4,95.3,9.7,False,False,False,False,False,False,Baixo,Bom,Baixa,True,Média,False,2.8,False,Alto,Boa,Parcial,Baixa,Boa,0.0339905826957034,False
539,True,Masculino,13,8º ano,675.4,N6,92.8,5.6,False,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,1.1,False,Moderado,Boa,Completa,Média,Boa,0.22601530311948206,False
540,True,Masculino,11,1ª série EM,498.1,N6,97.2,6.9,False,False,False,False,False,False,Alto,Bom,Média,False,Média,False,1.9,False,Moderado,Regular,Parcial,Alta,Boa,0.14920541494997053,False
541,False,Feminino,14,3ª série EM,247.42,N6,75.7,8.9,False,False,False,False,False,False,Médio,Ruim,Média,False,Baixa,False,2.3,False,Moderado,Boa,Completa,Baixa,Boa,0.15582695703354912,False
542,False,Outro,15,2ª série EM,408.44,N7,70.2,5.0,False,False,True,False,True,False,Médio,Bom,Média,False,Média,False,2.8,True,Baixo,Regular,Parcial,Alta,Regular,0.6465567981165392,False
543,True,Feminino,11,6º ano,677.54,N4,87.1,6.5,False,False,True,False,False,False,Médio,Bom,Média,False,Baixa,False,1.1,False,Moderado,Boa,Completa,Média,Ruim,0.2114479105356092,True
544,True,Feminino,21,2ª série EM,501.23,N2,82.5,5.2,False,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,4.2,False,Baixo,Boa,Parcial,Baixa,Ruim,0.2891406709829311,False
545,True,Feminino,15,2ª série EM,475.98,N7,70.1,10.9,True,False,False,False,True,False,Médio,Ruim,Média,True,Alta,False,1.4,False,Alto,Boa,Parcial,Média,Regular,0.5336962919364332,True
546,True,Feminino,21,7º ano,680.03,N2,57.9,7.7,False,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,3.6,False,Baixo,Regular,Parcial,Média,Boa,0.28737492642731016,False
547,False,Masculino,16,2ª série EM,704.38,N5,93.7,6.1,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,0.1,False,Alto,Boa,Completa,Alta,Regular,0.19997057092407297,False
548,False,Feminino,15,2ª série EM,1240.01,N5,83.7,4.4,False,False,False,True,False,True,Baixo,Regular,Média,False,Média,False,2.9,True,Alto,Regular,Completa,Alta,Ruim,0.31915832842848735,False
549,False,Masculino,15,6º ano,445.98,N2,75.0,6.5,False,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,3.0,False,Moderado,Boa,Parcial,Alta,Regular,0.26486168334314303,False
550,True,Feminino,13,3ª série EM,455.96,N5,97.3,6.6,False,True,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,0.6,True,Baixo,Boa,Completa,Alta,Boa,0.30915244261330194,True
551,True,Feminino,21,7º ano,703.42,N1,69.1,6.4,True,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.0,False,Alto,Boa,Completa,Alta,Regular,0.5896115361977635,True
552,False,Feminino,18,2ª série EM,452.53,N1,82.4,6.4,False,False,False,False,True,False,Médio,Ruim,Média,False,Baixa,False,0.4,False,Alto,Regular,Completa,Baixa,Boa,0.5309005297233668,True
553,True,Masculino,17,9º ano,369.84,N2,79.3,5.4,True,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,1.4,True,Alto,Boa,Completa,Média,Regular,0.44158328428487353,False
554,False,Feminino,21,8º ano,617.28,N2,72.6,7.0,False,False,False,False,False,False,Alto,Regular,Alta,True,Baixa,False,2.9,False,Moderado,Boa,Completa,Alta,Boa,0.25338434373160684,False
555,False,Feminino,17,6º ano,1303.31,N3,90.9,9.2,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,2.8,False,Moderado,Regular,Completa,Alta,Boa,0.22263095938787522,False
556,True,Feminino,21,3ª série EM,591.99,N6,77.3,5.6,False,True,False,False,False,False,Médio,Regular,Média,False,Baixa,False,3.0,False,Moderado,Boa,Parcial,Baixa,Ruim,0.44158328428487353,False
557,False,Feminino,12,9º ano,459.43,N5,66.4,5.9,False,False,True,False,False,False,Alto,Bom,Baixa,False,Média,False,1.9,False,Moderado,Boa,Parcial,Baixa,Boa,0.3293113596233078,False
558,True,Masculino,13,7º ano,658.87,N6,51.7,6.5,False,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,1.3,True,Alto,Boa,Parcial,Baixa,Boa,0.3677163037080636,True
559,False,Masculino,21,3ª série EM,708.59,N2,75.6,8.3,True,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,1.4,False,Moderado,Regular,Completa,Alta,Regular,0.3298999411418482,True
560,False,Feminino,15,5º ano,636.2,N5,61.9,5.4,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,True,3.0,False,Moderado,Boa,Parcial,Média,Boa,0.3712477928193054,True
561,False,Feminino,15,2ª série EM,632.21,N5,94.6,5.1,True,False,False,False,False,False,Médio,Bom,Média,False,Média,False,1.2,False,Moderado,Boa,Completa,Média,Regular,0.3872866391995292,True
562,True,Feminino,15,6º ano,767.87,N3,95.9,8.0,True,False,False,False,True,False,Baixo,Bom,Média,True,Alta,False,1.1,False,Moderado,Boa,Completa,Baixa,Boa,0.5478222483814008,False
563,True,Feminino,19,6º ano,699.36,N2,61.1,7.0,False,False,False,False,False,False,Médio,Regular,Alta,False,Alta,False,1.6,False,Moderado,Regular,Insuficiente,Alta,Boa,0.30414949970570926,False
564,False,Feminino,16,9º ano,521.65,N5,86.9,8.3,False,False,False,True,False,False,Alto,Bom,Alta,False,Alta,False,1.8,True,Baixo,Boa,Completa,Baixa,Ruim,0.1328722778104767,False
565,True,Feminino,16,7º ano,1093.77,N7,76.0,4.9,False,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,4.0,False,Alto,Boa,Parcial,Alta,Boa,0.33107710417892877,True
566,False,Masculino,12,2ª série EM,655.03,N2,85.6,9.4,False,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,1.4,False,Alto,Boa,Completa,Alta,Ruim,0.09005297233666863,True
567,True,Masculino,21,2ª série EM,1130.89,N7,87.0,7.2,False,False,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,1.7,True,Baixo,Regular,Completa,Média,Ruim,0.18098881695114774,False
568,True,Feminino,20,1ª série EM,633.74,N5,98.3,7.6,False,False,True,False,False,False,Alto,Regular,Alta,False,Alta,False,0.8,False,Alto,Boa,Completa,Alta,Boa,0.11344908769864628,False
569,False,Masculino,18,8º ano,348.24,N5,56.4,7.0,False,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.8,False,Alto,Regular,Completa,Baixa,Regular,0.32489699823425544,False
570,False,Outro,21,3ª série EM,806.41,N2,63.2,5.1,False,False,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,4.2,False,Baixo,Regular,Parcial,Média,Boa,0.3787522071806946,False
571,False,Masculino,10,6º ano,712.15,N4,84.6,6.0,False,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,1.5,False,Baixo,Ruim,Completa,Baixa,Boa,0.24455562095350208,False
572,True,Masculino,22,3ª série EM,438.3,N3,94.0,2.8,False,False,True,True,False,False,Médio,Ruim,Baixa,False,Baixa,True,3.3,False,Alto,Boa,Completa,Alta,Regular,0.3443201883460859,True
573,True,Masculino,21,9º ano,1557.54,N6,70.6,8.4,False,False,False,True,False,False,Alto,Ruim,Média,False,Alta,False,0.8,False,Moderado,Ruim,Completa,Média,Regular,0.20041200706297824,True
574,True,Masculino,14,8º ano,1846.27,N1,86.6,6.1,True,False,False,False,False,False,Médio,Bom,Média,False,Baixa,True,0.3,False,Alto,Ruim,Parcial,Baixa,Regular,0.37845791642142435,False
575,False,Feminino,14,7º ano,3406.07,N6,55.6,6.0,False,False,False,False,False,False,Médio,Ruim,Média,True,Média,False,0.1,True,Baixo,Regular,Parcial,Baixa,Boa,0.3725721012360212,False
576,False,Masculino,22,1ª série EM,342.01,N2,81.9,6.3,False,False,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,2.6,True,Alto,Boa,Completa,Alta,Ruim,0.24323131253678631,False
577,True,Masculino,21,9º ano,531.56,N1,69.4,5.6,False,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,3.4,True,Moderado,Regular,Parcial,Média,Boa,0.3293113596233078,False
578,False,Feminino,20,9º ano,1043.56,N1,92.9,7.5,False,False,True,False,True,False,Baixo,Regular,Baixa,True,Alta,False,1.6,False,Alto,Boa,Parcial,Alta,Ruim,0.43599175985874045,False
579,False,Masculino,19,1ª série EM,1000.58,N1,55.8,6.9,False,False,False,False,False,False,Médio,Ruim,Média,True,Alta,False,1.6,False,Moderado,Boa,Completa,Média,Boa,0.3319599764567392,False
580,True,Masculino,13,3ª série EM,324.39,N5,72.8,6.5,True,False,True,False,True,False,Alto,Bom,Alta,False,Baixa,False,0.8,False,Baixo,Boa,Parcial,Alta,Boa,0.7160094173042967,True
581,True,Feminino,22,3ª série EM,714.38,N1,70.4,5.5,False,False,False,False,False,False,Baixo,Bom,Alta,True,Média,False,1.7,False,Baixo,Regular,Completa,Baixa,Boa,0.3293113596233078,False
582,True,Masculino,16,9º ano,1332.77,N5,57.1,6.8,False,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,3.2,False,Alto,Ruim,Parcial,Alta,Boa,0.33063566804002353,False
583,False,Feminino,20,1ª série EM,524.74,N1,76.8,7.7,False,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,2.9,False,Baixo,Boa,Completa,Alta,Boa,0.20394349617422014,False
584,False,Masculino,21,9º ano,594.77,N2,57.5,5.8,False,False,False,False,False,False,Alto,Regular,Baixa,False,Baixa,False,3.5,False,Moderado,Boa,Parcial,Alta,Regular,0.37301353737492643,False
585,True,Feminino,17,3ª série EM,1058.2,N5,94.5,7.3,True,False,True,True,True,False,Alto,Regular,Alta,True,Alta,False,2.0,False,Moderado,Ruim,Parcial,Média,Boa,0.5849028840494409,True
586,False,Feminino,13,6º ano,1748.43,N7,84.8,5.8,False,False,False,False,False,False,Médio,Regular,Baixa,True,Alta,False,1.8,True,Alto,Boa,Completa,Média,Ruim,0.25250147145379637,False
587,True,Masculino,18,2ª série EM,715.61,N7,73.5,8.5,False,True,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,1.3,False,Alto,Regular,Completa,Média,Regular,0.3303413772807534,False
588,False,Masculino,13,3ª série EM,978.0,N5,59.6,7.0,True,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,1.3,False,Moderado,Boa,Parcial,Média,Regular,0.45791642142436734,False
589,True,Masculino,13,1ª série EM,483.82,N4,92.0,3.8,False,False,False,False,False,False,Médio,Ruim,Alta,False,Média,False,0.4,False,Baixo,Regular,Parcial,Alta,Boa,0.3090052972336669,False
590,False,Feminino,21,5º ano,1258.15,N4,67.0,5.0,True,False,True,False,False,False,Alto,Bom,Alta,False,Média,False,2.7,False,Moderado,Boa,Insuficiente,Baixa,Ruim,0.5135373749264273,False
591,True,Feminino,20,7º ano,485.95,N4,58.7,4.3,False,False,False,False,False,False,Baixo,Regular,Média,True,Alta,False,2.9,True,Moderado,Boa,Insuficiente,Baixa,Regular,0.4339317245438493,False
592,True,Masculino,21,1ª série EM,1280.95,N7,92.6,7.2,False,False,False,False,False,False,Médio,Regular,Média,False,Baixa,False,1.1,False,Alto,Regular,Parcial,Média,Regular,0.1562683931724544,False
593,True,Feminino,16,7º ano,1133.48,N4,53.6,4.6,False,False,False,False,False,False,Alto,Bom,Baixa,False,Média,True,1.5,True,Moderado,Boa,Completa,Baixa,Boa,0.44320188346085937,False
594,True,Feminino,18,7º ano,335.35,N7,78.8,8.2,False,False,True,False,False,False,Médio,Bom,Média,False,Alta,False,2.2,True,Baixo,Boa,Parcial,Baixa,Ruim,0.17304296645085349,False
595,True,Feminino,10,6º ano,1092.49,N7,81.7,4.6,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,True,0.3,False,Alto,Regular,Completa,Média,Regular,0.46630370806356675,False
596,True,Masculino,11,6º ano,736.1,N7,74.5,5.8,True,False,False,False,False,False,Alto,Regular,Média,False,Baixa,False,3.5,False,Moderado,Boa,Completa,Média,Ruim,0.4451147733961154,True
597,True,Masculino,18,8º ano,473.46,N1,90.0,6.3,False,False,True,False,False,False,Médio,Ruim,Alta,False,Média,True,1.7,False,Moderado,Regular,Insuficiente,Alta,Regular,0.20747498528546207,True
598,False,Outro,12,9º ano,704.64,N5,95.0,6.5,True,True,True,False,True,False,Médio,Bom,Alta,False,Média,False,0.7,False,Moderado,Boa,Completa,Alta,Boa,0.7651559741024132,True
599,False,Masculino,13,1ª série EM,594.87,N6,77.4,6.6,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.1,False,Moderado,Boa,Parcial,Baixa,Ruim,0.24985285462036494,True
600,True,Feminino,21,7º ano,678.88,N4,53.8,7.9,False,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,0.7,False,Alto,Regular,Completa,Alta,Boa,0.2966450853443202,False
601,False,Feminino,13,6º ano,562.38,N5,96.3,7.4,True,False,False,False,False,False,Baixo,Ruim,Alta,False,Alta,False,1.8,False,Baixo,Regular,Insuficiente,Alta,Boa,0.2782519128899352,False
602,False,Feminino,20,9º ano,1368.97,N2,69.1,7.4,False,False,False,False,False,False,Alto,Regular,Baixa,False,Baixa,False,2.6,False,Baixo,Boa,Parcial,Média,Boa,0.25117716303708065,False
603,False,Masculino,20,1ª série EM,618.3,N5,84.0,6.0,False,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,1.4,False,Moderado,Boa,Completa,Média,Ruim,0.24720423778693348,True
604,True,Masculino,18,6º ano,539.96,N1,62.6,4.2,False,False,False,False,False,False,Médio,Ruim,Alta,True,Média,False,1.0,True,Alto,Ruim,Parcial,Média,Boa,0.4211300765155974,False
605,False,Feminino,13,6º ano,728.43,N5,99.0,6.6,False,False,False,True,False,True,Alto,Ruim,Alta,False,Alta,False,1.0,False,Baixo,Ruim,Parcial,Média,Boa,0.15450264861683344,False
606,False,Masculino,13,3ª série EM,832.17,N4,81.3,6.2,False,False,False,False,False,False,Médio,Ruim,Média,False,Baixa,False,1.5,False,Alto,Regular,Completa,Baixa,Boa,0.2502942907592702,False
607,True,Feminino,11,7º ano,833.27,N7,96.2,4.5,True,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,0.5,False,Moderado,Boa,Completa,Alta,Regular,0.4067098293113596,False
608,False,Feminino,13,8º ano,373.81,N5,79.2,6.7,False,False,True,False,False,False,Alto,Bom,Baixa,True,Média,False,1.5,False,Alto,Boa,Completa,Alta,Boa,0.23749264273101822,False
609,True,Feminino,13,8º ano,476.42,N7,91.8,5.5,False,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,2.8,False,Alto,Ruim,Parcial,Média,Regular,0.23484402589758685,False
610,False,Feminino,18,7º ano,676.0,N7,76.5,4.5,False,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,2.0,True,Moderado,Boa,Insuficiente,Média,Boa,0.3465273690406121,False
611,True,Feminino,15,3ª série EM,1433.19,N3,80.2,7.0,True,False,True,False,False,False,Alto,Regular,Baixa,False,Alta,False,0.9,False,Moderado,Boa,Completa,Alta,Boa,0.36698057680988816,False
612,False,Feminino,13,6º ano,647.66,N1,94.2,8.6,True,False,False,False,False,False,Baixo,Bom,Média,False,Alta,False,3.0,False,Moderado,Boa,Completa,Alta,Ruim,0.23454973513831665,True
613,False,Masculino,16,3ª série EM,507.05,N2,93.2,8.2,False,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,True,2.2,False,Moderado,Boa,Completa,Média,Regular,0.10947616244849913,False
614,False,Masculino,12,8º ano,429.51,N2,71.4,5.5,False,False,False,True,False,False,Alto,Regular,Alta,False,Alta,False,1.6,False,Alto,Ruim,Completa,Média,Ruim,0.32489699823425544,False
615,True,Feminino,21,8º ano,393.17,N7,96.3,7.5,False,False,False,False,False,False,Alto,Regular,Média,True,Alta,False,1.5,False,Moderado,Boa,Completa,Alta,Ruim,0.12669217186580342,False
616,True,Feminino,22,3ª série EM,423.83,N6,52.4,8.5,False,False,False,False,False,False,Baixo,Ruim,Baixa,True,Baixa,False,2.7,True,Moderado,Boa,Parcial,Média,Boa,0.27633902295467927,False
617,True,Feminino,19,9º ano,533.47,N3,79.5,5.3,False,True,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.7,False,Moderado,Boa,Completa,Média,Regular,0.4451147733961154,False
618,True,Masculino,15,8º ano,556.43,N2,57.4,10.4,True,True,False,False,False,False,Médio,Regular,Média,False,Média,False,0.2,False,Moderado,Regular,Parcial,Alta,Regular,0.4646851088875809,True
619,True,Masculino,20,3ª série EM,526.31,N3,77.4,8.7,False,False,False,False,False,False,Médio,Bom,Média,True,Média,False,1.3,False,Alto,Boa,Completa,Média,Boa,0.15715126545026487,False
620,False,Masculino,18,2ª série EM,1708.62,N5,82.4,7.0,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.6,False,Baixo,Regular,Completa,Alta,Regular,0.21012360211889344,True
621,False,Masculino,12,6º ano,581.81,N7,75.1,6.7,False,False,False,False,False,False,Médio,Ruim,Média,False,Média,False,1.2,False,Alto,Boa,Completa,Baixa,Regular,0.25559152442613303,False
622,False,Feminino,17,5º ano,312.3,N4,66.2,8.9,False,False,False,False,False,False,Alto,Bom,Baixa,True,Alta,False,1.8,True,Alto,Regular,Completa,Baixa,Regular,0.19776339022954675,True
623,True,Masculino,12,6º ano,568.57,N5,78.3,7.9,False,True,True,True,False,False,Baixo,Ruim,Alta,True,Média,False,1.6,True,Alto,Ruim,Completa,Baixa,Boa,0.33563861094761627,False
624,False,Masculino,18,9º ano,644.75,N1,90.0,4.5,False,False,False,False,False,False,Alto,Ruim,Baixa,True,Média,False,1.5,False,Alto,Ruim,Completa,Média,Regular,0.286933490288405,False
625,False,Feminino,11,5º ano,1185.79,N6,76.4,5.8,True,False,False,False,False,False,Alto,Ruim,Baixa,False,Baixa,False,1.1,True,Alto,Boa,Completa,Alta,Regular,0.43672748675691575,True
626,False,Masculino,19,1ª série EM,265.3,N1,61.8,3.6,False,False,True,False,False,False,Médio,Ruim,Média,False,Média,False,0.6,False,Baixo,Boa,Parcial,Alta,Boa,0.4511477339611536,True
627,False,Masculino,22,8º ano,624.86,N5,93.6,6.5,False,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,1.3,False,Moderado,Regular,Completa,Alta,Boa,0.1827545615067687,False
628,True,Feminino,17,2ª série EM,262.31,N4,69.5,6.5,False,False,False,False,False,False,Alto,Bom,Média,False,Média,False,0.6,False,Baixo,Ruim,Parcial,Baixa,Regular,0.28914067098293117,True
629,False,Feminino,22,8º ano,756.46,N5,51.1,8.6,False,False,False,False,False,False,Alto,Bom,Média,False,Média,False,1.5,False,Moderado,Boa,Completa,Alta,Boa,0.27766333137139493,True
