id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada
22973,1° EF,False,13,Outro,True,True,True,False,Parda,Urbana,Reprovado,False,94.3,9.1,Médio,813.87,1.4,False,False,False,False,Regular,False
22974,8° EF,False,13,Outro,False,True,True,False,Branca,Urbana,Aprovado,False,95.3,5.9,Baixo,1468.07,1.2,False,False,False,False,Ruim,False
22975,9° EF,False,18,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,78.9,7.2,Baixo,2723.2,0.3,False,False,False,False,Regular,False
22976,3° EM,False,14,Feminino,True,True,True,False,Preta,Urbana,Aprovado,True,91.9,2.2,Baixo,3186.1,1.5,False,False,False,False,Regular,False
22977,1° EM,False,10,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,98.7,9.6,Baixo,4431.17,0.6,False,False,False,False,Regular,False
22978,4° EF,False,6,Feminino,False,True,False,False,Amarela,Urbana,Em andamento,False,82.1,7.5,Alto,4590.71,1.3,False,False,False,True,Ruim,False
22979,9° EF,False,8,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,92.6,8.1,Baixo,731.73,1.7,False,False,False,False,Regular,False
22980,1° EM,False,8,Masculino,False,True,True,False,Amarela,Urbana,Em andamento,False,82.2,9.2,Baixo,670.39,3.2,True,False,False,False,Boa,False
22981,9° EF,False,16,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,83.5,6.7,Baixo,2012.64,0.3,False,False,False,True,Ruim,False
22982,1° EM,False,15,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,87.7,6.8,Médio,2154.4,2.0,False,False,False,False,Boa,False
22983,2° EM,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,96.8,6.6,Muito baixo,1772.27,2.4,False,False,False,True,Regular,False
22984,2° EF,False,17,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,71.6,8.8,Baixo,853.35,1.2,False,False,False,True,Ruim,False
22985,2° EF,False,11,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,99.6,5.7,Alto,685.73,1.3,False,False,False,True,Boa,False
22986,1° EM,False,16,Outro,True,True,True,True,Branca,Rural,Aprovado,False,93.8,8.5,Baixo,2403.19,3.4,False,False,False,False,Regular,False
22987,3° EF,False,10,Masculino,True,True,True,False,Parda,Rural,Evadido,False,84.8,0.0,Médio,1622.51,0.9,False,False,False,False,Regular,False
22988,1° EF,False,18,Masculino,False,True,True,False,Preta,Rural,Em andamento,False,84.7,5.7,Médio,1162.68,3.7,False,False,False,False,Ruim,False
22989,5° EF,False,16,Outro,False,False,True,False,Parda,Urbana,Aprovado,False,87.6,3.6,Médio,5479.21,2.5,True,False,False,False,Regular,False
22990,1° EM,False,16,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,96.3,6.3,Médio,1666.91,3.7,False,False,False,True,Ruim,False
22991,2° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,68.3,7.0,Baixo,705.04,2.7,True,False,False,False,Boa,False
22992,9° EF,False,19,Feminino,False,True,False,False,Branca,Rural,Aprovado,False,89.0,8.6,Baixo,660.17,0.0,False,False,False,False,Boa,False
22993,1° EF,False,11,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,73.3,7.0,Alto,2845.06,2.6,False,False,False,False,Boa,False
22994,2° EF,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,77.0,8.1,Médio,2616.16,0.9,False,False,False,False,Boa,False
22995,5° EF,False,6,Outro,False,True,True,False,Branca,Urbana,Aprovado,True,92.0,7.0,Médio,974.95,2.1,False,False,False,True,Boa,False
22996,2° EF,False,11,Masculino,False,True,False,False,Parda,Urbana,Evadido,False,81.5,5.8,Baixo,3249.03,2.9,False,False,False,True,Ruim,False
22997,2° EM,False,9,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,71.9,6.8,Médio,2074.19,2.2,False,False,False,False,Regular,False
22998,2° EM,False,11,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,79.1,5.0,Médio,3290.69,1.9,False,False,False,False,Regular,False
22999,9° EF,False,8,Masculino,False,True,False,False,Branca,Rural,Reprovado,False,80.7,9.2,Baixo,4206.25,2.3,False,True,False,True,Boa,False
23000,3° EF,False,12,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,93.8,2.3,Baixo,4133.35,4.2,True,True,False,True,Boa,False
23001,7° EF,False,11,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,90.6,8.6,Médio,5272.01,3.1,False,False,False,False,Boa,False
23002,3° EF,False,9,Feminino,False,True,True,True,Branca,Urbana,Reprovado,False,93.0,7.0,Muito alto,1211.71,0.2,False,False,False,True,Boa,False
23003,4° EF,False,7,Feminino,False,True,True,False,Amarela,Urbana,Em andamento,False,85.1,7.9,Baixo,882.63,3.4,True,False,False,True,Regular,False
23004,7° EF,False,6,Feminino,True,True,False,False,Branca,Urbana,Reprovado,False,76.9,9.6,Muito baixo,6889.58,2.0,True,False,False,False,Regular,False
23005,9° EF,False,12,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,94.6,9.7,Médio,143.87,2.2,False,False,False,True,Boa,False
23006,2° EF,False,18,Feminino,False,True,False,False,Preta,Urbana,Reprovado,False,78.2,7.9,Médio,650.06,2.2,False,False,False,False,Regular,False
23007,4° EF,False,12,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,85.4,0.2,Médio,1425.43,3.0,True,False,False,False,Ruim,False
23008,2° EM,False,14,Masculino,True,True,True,False,Branca,Rural,Reprovado,False,82.3,3.9,Médio,2546.81,0.4,False,False,False,True,Boa,False
23009,6° EF,False,19,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,83.2,6.9,Médio,3329.52,1.7,False,False,False,False,Ruim,False
23010,3° EM,False,12,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.2,2.4,Muito alto,634.41,2.6,False,False,False,False,Ruim,False
23011,3° EM,False,14,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,79.1,9.6,Médio,3013.62,2.8,True,True,False,True,Boa,False
23012,7° EF,False,16,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,86.8,1.1,Médio,10817.89,4.0,False,False,False,False,Regular,False
23013,4° EF,False,14,Masculino,False,True,True,False,Parda,Rural,Reprovado,False,90.9,6.5,Baixo,1578.74,2.2,False,False,False,True,Boa,False
23014,1° EM,False,12,Masculino,False,True,True,True,Parda,Urbana,Reprovado,False,96.2,6.4,Baixo,4222.06,2.0,False,False,False,False,Regular,False
23015,2° EF,False,9,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,85.1,6.1,Baixo,1171.32,0.8,False,False,False,True,Regular,False
23016,3° EF,False,6,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,83.8,5.6,Médio,2153.12,1.3,True,False,False,False,Boa,False
23017,1° EM,False,8,Masculino,False,True,True,True,Branca,Urbana,Aprovado,False,85.0,1.3,Médio,835.89,1.2,False,False,False,True,Regular,False
23018,6° EF,False,10,Masculino,True,True,False,False,Amarela,Urbana,Aprovado,False,88.0,6.4,Muito alto,1387.0,2.1,True,False,False,True,Regular,False
23019,3° EF,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,83.7,6.1,Médio,1023.83,1.2,False,False,False,False,Boa,False
23020,8° EF,False,10,Feminino,False,True,False,False,Indígena,Urbana,Em andamento,False,82.0,6.7,Médio,1221.67,1.2,False,False,False,True,Ruim,False
23021,9° EF,False,19,Masculino,True,True,False,False,Branca,Urbana,Em andamento,False,85.2,6.6,Muito baixo,4638.14,1.7,False,False,False,False,Regular,False
23022,2° EF,False,14,Masculino,False,True,True,True,Parda,Urbana,Evadido,False,94.0,0.9,Alto,117.55,1.5,False,False,False,False,Boa,False
23023,4° EF,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,82.0,7.6,Médio,7354.93,0.7,False,False,False,False,Boa,False
23024,3° EF,False,6,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,95.6,9.8,Baixo,1631.12,1.6,True,False,False,True,Regular,False
23025,5° EF,False,12,Feminino,True,True,True,False,Preta,Urbana,Reprovado,False,82.9,1.9,Muito baixo,970.8,1.8,False,False,False,False,Ruim,False
23026,1° EM,False,6,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,90.2,6.1,Médio,1455.37,1.4,True,False,False,True,Regular,False
23027,9° EF,True,15,Feminino,True,True,True,False,Amarela,Urbana,Evadido,False,93.1,5.8,Baixo,263.59,2.3,False,True,True,False,Boa,True
23028,8° EF,False,11,Feminino,False,True,True,False,Parda,Urbana,Em andamento,False,98.4,2.8,Médio,24.7,3.8,True,False,False,True,Boa,False
23029,1° EF,False,6,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,86.6,9.0,Médio,1227.27,1.3,False,False,False,True,Ruim,False
23030,2° EF,False,11,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,74.2,8.1,Médio,1222.62,1.6,False,False,False,True,Regular,False
23031,3° EF,False,13,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,97.0,8.0,Baixo,6493.55,3.3,False,False,False,False,Regular,False
23032,4° EF,False,15,Feminino,False,True,False,False,Branca,Rural,Aprovado,False,77.6,4.2,Médio,1392.07,1.4,False,False,False,False,Boa,False
23033,2° EF,False,12,Outro,False,True,True,True,Branca,Rural,Aprovado,False,97.6,8.9,Alto,707.41,1.7,False,False,False,False,Boa,False
23034,5° EF,False,19,Masculino,True,True,True,False,Branca,Rural,Reprovado,False,93.0,6.7,Médio,5232.62,0.6,True,False,False,False,Boa,False
23035,1° EF,False,13,Masculino,True,True,False,False,Parda,Urbana,Reprovado,False,97.9,9.6,Muito alto,1194.45,1.4,True,False,False,True,Boa,False
23036,9° EF,False,7,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,91.5,7.5,Baixo,1551.45,2.4,False,False,False,False,Regular,False
23037,1° EM,False,13,Masculino,False,False,True,False,Branca,Urbana,Aprovado,False,99.8,9.4,Baixo,3309.33,3.6,False,False,False,False,Boa,False
23038,7° EF,False,6,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,87.3,6.8,Alto,4348.54,1.3,True,False,False,True,Regular,False
23039,2° EF,False,11,Outro,False,True,True,False,Branca,Urbana,Aprovado,False,84.1,5.9,Alto,1000.51,1.1,False,True,False,False,Regular,False
23040,2° EM,False,8,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,85.6,8.5,Baixo,2715.54,2.0,False,False,False,False,Boa,False
23041,3° EM,False,17,Masculino,True,True,False,False,Branca,Rural,Evadido,False,84.6,5.8,Médio,1431.8,1.9,True,False,False,True,Ruim,False
23042,3° EF,False,12,Outro,False,True,False,False,Parda,Urbana,Aprovado,False,85.8,7.5,Muito baixo,4706.76,1.9,False,False,False,True,Boa,False
23043,9° EF,False,6,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,96.6,2.7,Baixo,8231.29,2.6,False,True,False,False,Boa,False
23044,1° EM,False,14,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.0,5.8,Baixo,607.62,3.5,False,False,False,True,Regular,False
23045,7° EF,False,6,Feminino,True,True,True,False,Preta,Urbana,Evadido,False,92.8,6.6,Médio,4748.81,2.4,False,False,False,True,Boa,False
23046,4° EF,False,15,Masculino,False,True,True,False,Preta,Rural,Aprovado,False,83.0,8.5,Baixo,5238.14,2.7,True,False,False,False,Regular,False
23047,6° EF,False,11,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,99.7,6.9,Muito alto,1696.05,3.0,False,False,False,False,Boa,False
23048,7° EF,False,9,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,82.8,9.2,Médio,801.45,3.5,False,False,False,False,Regular,False
23049,5° EF,False,15,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,78.9,7.7,Baixo,1149.35,2.5,True,False,False,False,Boa,False
23050,3° EM,False,6,Masculino,True,True,True,False,Branca,Urbana,Evadido,False,94.0,5.8,Muito alto,1486.73,1.3,False,True,False,False,Ruim,False
23051,9° EF,True,16,Masculino,False,True,False,False,Preta,Urbana,Evadido,False,84.7,3.1,Baixo,1397.3,4.0,False,False,True,False,Ruim,True
23052,3° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,85.6,7.4,Baixo,1649.89,4.0,False,False,False,True,Boa,False
23053,7° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,88.9,2.5,Médio,2883.31,1.5,False,False,False,False,Boa,False
23054,9° EF,False,10,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,86.1,6.7,Médio,1025.09,2.4,False,False,False,True,Ruim,False
23055,2° EF,False,13,Feminino,False,True,True,False,Indígena,Urbana,Aprovado,False,83.2,5.3,Médio,1274.27,2.6,True,False,False,False,Regular,False
23056,5° EF,False,12,Feminino,False,True,True,False,Parda,Rural,Evadido,False,94.8,0.4,Baixo,968.8,2.4,False,False,False,False,Boa,False
23057,2° EM,False,9,Masculino,True,True,False,False,Preta,Urbana,Aprovado,False,93.5,6.0,Muito alto,987.72,2.6,False,False,False,False,Boa,False
23058,7° EF,False,11,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,87.7,4.5,Muito alto,1459.0,1.1,False,False,False,False,Regular,False
23059,3° EF,False,18,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,87.0,6.4,Baixo,906.74,2.9,True,False,False,False,Ruim,False
23060,2° EF,False,19,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,79.7,6.1,Baixo,519.93,3.3,False,False,False,True,Boa,False
23061,7° EF,False,12,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,90.9,5.3,Alto,381.89,1.3,False,False,False,False,Regular,False
23062,7° EF,False,15,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,97.6,6.5,Alto,1023.36,1.0,False,False,False,False,Boa,False
23063,4° EF,False,6,Masculino,False,True,True,True,Branca,Urbana,Aprovado,False,92.7,9.0,Baixo,2035.56,1.9,False,False,False,False,Regular,False
23064,8° EF,False,16,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,88.1,6.9,Médio,61.65,2.3,False,False,False,False,Boa,False
23065,1° EF,False,13,Feminino,False,True,True,False,Branca,Urbana,Evadido,False,71.6,7.4,Alto,2699.0,2.0,False,False,False,False,Boa,False
23066,2° EF,False,12,Masculino,False,True,False,False,Parda,Rural,Evadido,False,97.8,5.7,Baixo,3171.79,2.1,False,False,False,False,Regular,False
23067,7° EF,False,14,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,83.5,2.4,Muito baixo,4436.64,1.7,False,True,False,False,Boa,False
23068,1° EF,False,10,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,83.3,8.9,Médio,1115.98,2.4,False,False,False,False,Ruim,False
23069,2° EM,False,11,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,87.3,8.4,Baixo,2569.85,0.2,False,False,False,False,Boa,False
23070,2° EF,False,12,Feminino,True,True,True,False,Branca,Rural,Aprovado,False,86.4,8.2,Baixo,573.0,1.2,False,False,False,False,Boa,False
23071,9° EF,False,18,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,98.8,8.1,Alto,2970.79,1.7,False,False,False,False,Boa,False
23072,5° EF,False,12,Masculino,False,False,True,False,Branca,Rural,Reprovado,False,79.1,7.3,Médio,6644.08,2.5,False,False,False,False,Boa,False
23073,5° EF,False,17,Masculino,True,True,False,False,Parda,Urbana,Aprovado,True,92.0,8.2,Alto,2278.78,3.1,False,False,False,False,Regular,False
23074,1° EM,False,6,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,76.6,5.5,Baixo,943.64,3.3,False,False,False,True,Boa,False
23075,6° EF,False,13,Masculino,False,True,False,False,Preta,Urbana,Aprovado,False,82.7,7.9,Baixo,3153.1,1.0,False,False,False,False,Boa,False
23076,9° EF,False,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,92.7,5.0,Médio,5294.28,0.4,False,False,False,False,Regular,False
23077,7° EF,False,19,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,94.6,5.1,Baixo,1352.74,0.6,False,False,False,False,Ruim,False
23078,8° EF,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,87.3,1.4,Médio,2592.78,0.8,False,False,False,False,Boa,False
23079,1° EM,False,9,Masculino,True,True,False,False,Parda,Rural,Aprovado,False,94.2,5.4,Médio,1501.88,0.6,False,True,False,False,Boa,False
23080,8° EF,False,16,Feminino,False,True,False,False,Branca,Urbana,Evadido,False,98.0,2.8,Muito alto,1977.03,1.1,False,False,False,False,Boa,False
23081,8° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,98.0,8.5,Baixo,1352.03,1.7,False,False,False,True,Boa,False
23082,1° EM,False,12,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,84.4,4.3,Médio,934.1,3.8,False,False,False,False,Regular,False
23083,3° EM,False,7,Feminino,True,False,False,False,Parda,Urbana,Aprovado,False,83.6,7.2,Médio,3248.37,0.4,False,False,False,True,Ruim,False
23084,5° EF,False,16,Masculino,False,True,True,True,Branca,Urbana,Aprovado,False,92.8,6.4,Muito baixo,4859.66,2.0,False,False,False,False,Boa,False
23085,7° EF,False,18,Masculino,True,True,False,True,Parda,Urbana,Aprovado,False,91.3,4.5,Médio,3423.79,1.2,True,False,False,True,Regular,False
23086,2° EF,False,11,Feminino,True,False,True,False,Parda,Urbana,Reprovado,False,85.6,8.9,Muito alto,4514.51,0.8,False,False,False,False,Boa,False
23087,5° EF,False,16,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,81.3,6.7,Baixo,985.29,3.6,False,False,False,False,Regular,False
23088,5° EF,False,14,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,90.5,2.9,Muito alto,2248.53,1.5,False,False,False,False,Regular,False
23089,1° EM,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,86.5,3.9,Baixo,3324.8,1.9,True,False,False,False,Regular,False
23090,7° EF,False,11,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,77.8,7.2,Médio,1209.79,2.8,True,False,False,False,Boa,False
23091,9° EF,False,7,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,90.9,7.5,Muito alto,1342.46,1.6,True,False,False,False,Regular,False
23092,1° EF,False,13,Masculino,False,True,True,False,Preta,Urbana,Aprovado,False,92.2,7.3,Muito alto,1704.85,0.4,True,False,False,False,Boa,False
23093,6° EF,False,12,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,84.9,9.7,Médio,7048.8,3.3,False,False,False,True,Boa,False
23094,2° EM,False,8,Masculino,True,True,True,False,Indígena,Urbana,Aprovado,False,95.2,8.7,Baixo,2495.09,1.2,False,False,False,True,Boa,False
23095,3° EF,False,8,Feminino,False,True,False,False,Amarela,Rural,Aprovado,False,74.6,8.0,Baixo,1520.92,2.4,False,False,False,False,Regular,False
23096,1° EF,False,10,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,87.9,6.1,Médio,1209.53,1.6,False,False,False,False,Regular,False
23097,6° EF,False,7,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,98.6,7.0,Baixo,2878.13,1.9,False,False,False,False,Boa,False
23098,9° EF,False,14,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,80.1,9.1,Médio,5841.59,2.4,True,False,False,False,Boa,False
23099,6° EF,False,15,Feminino,True,True,True,False,Branca,Urbana,Em andamento,False,79.4,5.5,Baixo,2280.71,2.4,False,False,False,True,Regular,False
23100,6° EF,False,16,Feminino,False,True,False,False,Amarela,Urbana,Aprovado,False,85.3,5.5,Muito baixo,2876.81,2.3,False,False,False,False,Regular,False
23101,8° EF,False,13,Feminino,True,True,True,True,Branca,Rural,Aprovado,True,82.5,5.5,Médio,2107.28,1.4,False,False,False,False,Ruim,False
23102,3° EF,False,13,Feminino,True,True,True,False,Parda,Rural,Evadido,False,81.1,7.9,Médio,2598.37,0.8,False,False,False,False,Boa,False
23103,9° EF,False,6,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,98.4,6.3,Baixo,1506.47,0.6,False,False,False,False,Boa,False
23104,2° EF,False,15,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,84.5,3.1,Baixo,1355.14,2.1,False,False,False,False,Regular,False
23105,5° EF,False,9,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,73.6,6.2,Médio,2886.04,2.2,False,False,False,True,Regular,False
23106,8° EF,False,6,Feminino,False,True,True,False,Branca,Urbana,Aprovado,True,97.0,7.9,Baixo,3427.56,1.7,False,False,False,True,Boa,False
23107,1° EM,False,7,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,86.9,6.5,Alto,3753.45,1.9,False,False,False,False,Boa,False
23108,1° EM,False,7,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,93.0,7.0,Alto,1527.59,1.6,False,False,False,False,Regular,False
23109,9° EF,False,14,Masculino,True,False,True,False,Branca,Urbana,Aprovado,False,85.0,8.9,Muito baixo,1476.16,3.8,False,False,False,False,Ruim,False
23110,5° EF,False,14,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,98.0,8.6,Médio,2477.09,0.9,False,False,False,False,Boa,False
23111,2° EF,False,16,Feminino,False,True,True,True,Preta,Urbana,Aprovado,False,83.0,0.9,Médio,3416.52,0.8,False,False,False,False,Regular,False
23112,3° EF,False,14,Feminino,False,True,False,False,Preta,Urbana,Aprovado,False,91.4,7.2,Muito alto,1535.02,2.2,False,True,False,False,Boa,False
23113,2° EM,False,10,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,95.1,5.5,Baixo,5083.79,1.8,False,False,False,False,Ruim,False
23114,2° EM,False,10,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,81.6,2.4,Baixo,408.89,1.1,False,False,False,True,Ruim,False
23115,3° EM,False,7,Feminino,False,True,True,False,Amarela,Urbana,Aprovado,False,94.5,7.9,Médio,925.68,1.1,True,False,False,False,Boa,False
23116,1° EF,False,17,Outro,False,True,True,True,Parda,Urbana,Evadido,False,94.3,10.0,Baixo,2318.51,1.9,False,True,False,False,Regular,False
23117,7° EF,False,17,Masculino,False,False,True,False,Indígena,Rural,Aprovado,False,98.8,3.1,Baixo,1133.57,1.7,False,True,False,False,Boa,False
23118,8° EF,False,15,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,97.6,1.7,Baixo,5426.01,0.5,True,True,False,False,Regular,False
23119,9° EF,False,18,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,85.5,9.2,Muito alto,6903.68,2.2,False,False,False,False,Boa,False
23120,8° EF,False,8,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,89.9,7.7,Baixo,1418.13,2.2,False,False,False,True,Regular,False
23121,1° EM,False,8,Feminino,True,True,True,False,Parda,Rural,Evadido,False,97.7,9.7,Baixo,1390.68,3.6,True,False,False,True,Boa,False
23122,5° EF,False,14,Masculino,False,True,True,False,Amarela,Urbana,Aprovado,False,63.2,2.4,Baixo,659.16,2.3,False,False,False,False,Regular,False
23123,3° EF,False,16,Masculino,False,True,False,False,Parda,Rural,Reprovado,False,90.7,8.5,Médio,5337.87,2.6,False,False,False,True,Regular,False
23124,3° EF,False,15,Outro,False,True,False,False,Branca,Rural,Aprovado,False,80.9,7.7,Baixo,2847.13,2.6,False,False,False,False,Regular,False
23125,1° EF,False,6,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,93.1,7.1,Baixo,2199.03,3.1,False,False,False,True,Ruim,False
23126,5° EF,False,12,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,94.4,7.0,Médio,3804.96,0.9,False,False,False,False,Boa,False
23127,2° EF,False,16,Feminino,True,True,False,False,Branca,Urbana,Reprovado,False,92.5,9.3,Médio,1515.84,1.9,False,False,False,False,Regular,False
23128,4° EF,False,10,Feminino,False,True,True,False,Não declarada,Urbana,Aprovado,False,99.9,3.9,Alto,592.89,1.8,False,False,False,True,Regular,False
23129,8° EF,False,11,Outro,False,True,True,False,Não declarada,Urbana,Reprovado,False,87.5,8.0,Médio,1386.93,2.5,False,False,False,False,Regular,False
23130,2° EM,False,16,Masculino,False,False,True,False,Branca,Urbana,Aprovado,True,89.3,8.8,Médio,1621.73,1.5,False,False,False,True,Regular,False
23131,1° EM,False,12,Masculino,True,True,True,True,Branca,Urbana,Aprovado,False,86.0,5.8,Médio,1144.9,3.8,False,False,False,False,Boa,False
23132,3° EF,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,99.1,7.0,Baixo,726.91,2.4,False,False,False,False,Boa,False
23133,2° EF,False,7,Feminino,False,True,True,False,Branca,Urbana,Em andamento,True,97.6,6.6,Médio,1549.3,2.8,True,False,False,False,Boa,False
23134,3° EF,False,7,Masculino,False,False,True,False,Preta,Urbana,Aprovado,False,99.5,7.0,Médio,46.02,1.2,False,False,False,True,Ruim,False
23135,3° EM,False,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,99.5,8.6,Médio,924.41,1.8,False,False,False,False,Boa,False
23136,7° EF,False,8,Masculino,True,True,True,False,Branca,Rural,Evadido,False,96.9,6.0,Médio,2146.32,1.5,False,False,False,True,Boa,False
23137,3° EF,False,17,Masculino,False,True,True,False,Parda,Urbana,Evadido,True,97.8,8.1,Muito baixo,2316.87,1.7,False,False,False,False,Regular,False
23138,1° EM,False,9,Masculino,False,True,False,False,Branca,Urbana,Reprovado,False,77.2,0.1,Médio,2549.33,3.0,False,False,False,False,Boa,False
23139,5° EF,False,13,Masculino,False,True,False,False,Parda,Rural,Evadido,False,79.5,8.9,Alto,1426.96,2.2,True,False,False,False,Boa,False
23140,2° EM,False,11,Feminino,False,True,True,False,Parda,Urbana,Evadido,False,96.6,6.4,Médio,1562.28,0.7,False,False,False,False,Boa,False
23141,4° EF,False,12,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,92.8,5.0,Baixo,1140.58,0.1,False,False,True,False,Boa,False
23142,5° EF,False,16,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,96.3,1.6,Muito alto,1685.81,3.5,False,False,False,False,Regular,False
23143,7° EF,False,10,Masculino,True,True,True,True,Preta,Rural,Aprovado,False,93.8,8.6,Médio,3084.1,0.5,False,False,False,False,Boa,False
23144,2° EM,False,9,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,78.1,4.9,Médio,1656.56,1.4,False,False,False,False,Boa,False
23145,2° EM,False,7,Masculino,False,True,False,False,Parda,Rural,Evadido,True,97.4,6.1,Médio,2265.84,3.3,False,False,False,False,Boa,False
23146,7° EF,False,12,Feminino,True,True,False,False,Parda,Urbana,Aprovado,False,93.8,6.7,Médio,2868.27,1.4,False,False,False,False,Boa,False
23147,3° EF,False,15,Masculino,True,True,True,False,Indígena,Urbana,Aprovado,False,89.5,8.3,Muito baixo,1281.18,1.5,False,False,True,True,Regular,False
23148,5° EF,False,10,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,88.7,5.1,Alto,4390.25,1.8,False,False,False,False,Boa,False
23149,3° EM,False,7,Masculino,False,True,False,False,Não declarada,Rural,Aprovado,True,89.6,8.0,Muito baixo,1551.01,1.8,False,False,False,True,Boa,False
23150,8° EF,False,18,Masculino,True,True,True,False,Indígena,Rural,Aprovado,False,85.6,5.9,Alto,870.08,1.4,False,True,False,False,Boa,False
