id_aluno,etapa_ensino,evasao,sexo,idade,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
1097,3° EF,False,Masculino,14,True,True,False,False,Parda,Urbana,Aprovado,False,99.2,9.8,Baixo,3443.9,3.2,True,False,False,False,False,Médio,Bom,Baixa,False,Média,False,False,Moderado,Boa,Completa,Média,Boa,0.17834814083580122,False
1098,3° EF,False,Outro,7,False,True,True,False,Branca,Urbana,Em andamento,False,76.3,7.5,Médio,1827.31,3.6,False,False,False,False,False,Médio,Bom,Baixa,True,Baixa,False,False,Moderado,Boa,Parcial,Média,Regular,0.24037512339585396,False
1099,1° EM,False,Feminino,14,True,False,True,False,Branca,Urbana,Reprovado,False,65.4,6.7,Médio,8609.26,1.3,True,False,False,False,False,Alto,Bom,Baixa,False,Baixa,False,True,Alto,Regular,Completa,Alta,Regular,0.4981901941428101,False
1100,5° EF,False,Feminino,11,False,True,True,False,Branca,Urbana,Em andamento,False,86.5,5.1,Muito alto,4155.82,2.8,False,False,False,False,False,Médio,Bom,Baixa,True,Baixa,True,False,Alto,Boa,Completa,Baixa,Boa,0.30848963474827257,False
1101,1° EF,False,Masculino,14,False,True,True,False,Parda,Urbana,Em andamento,False,75.8,8.2,Baixo,5736.7,2.8,False,False,False,True,False,Médio,Bom,Alta,True,Alta,False,False,Moderado,Ruim,Completa,Alta,Boa,0.537347811780191,True
1102,3° EM,False,Feminino,12,True,True,True,False,Preta,Rural,Reprovado,False,93.3,9.0,Baixo,7456.26,3.1,False,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,False,Moderado,Boa,Completa,Média,Regular,0.08242843040473842,False
1103,2° EM,False,Feminino,6,False,True,False,False,Branca,Urbana,Reprovado,False,97.4,4.7,Muito alto,3726.06,2.5,True,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,False,Alto,Ruim,Completa,Baixa,Ruim,0.43896018427114186,False
1104,2° EM,False,Masculino,18,True,True,True,False,Branca,Urbana,Reprovado,False,86.6,5.7,Médio,6851.39,0.1,False,True,False,False,False,Alto,Bom,Baixa,True,Alta,False,True,Alto,Boa,Insuficiente,Média,Regular,0.27838104639684114,True
1105,3° EM,False,Masculino,14,True,True,False,False,Parda,Urbana,Reprovado,False,82.2,5.1,Médio,2219.47,1.8,True,False,False,False,False,Alto,Ruim,Média,False,Alta,False,False,Alto,Regular,Completa,Alta,Boa,0.49424152681803235,True
1106,3° EF,False,Masculino,13,False,True,True,False,Preta,Urbana,Reprovado,False,86.6,5.2,Alto,3462.7,0.8,False,False,True,False,False,Médio,Bom,Alta,False,Média,False,False,Moderado,Regular,Parcial,Alta,Ruim,0.3030602171767029,False
1107,5° EF,False,Masculino,6,True,True,False,False,Branca,Rural,Reprovado,False,92.8,5.7,Médio,2293.58,1.8,False,False,False,False,False,Baixo,Bom,Alta,True,Alta,False,True,Alto,Boa,Completa,Média,Boa,0.2477788746298125,False
1108,1° EM,False,Masculino,11,False,True,True,True,Preta,Urbana,Aprovado,False,65.7,9.4,Muito baixo,7609.61,3.0,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,True,Alto,Boa,Completa,Média,Boa,0.19891411648568608,False
1109,9° EF,False,Masculino,6,False,True,False,False,Parda,Urbana,Aprovado,False,89.9,1.8,Baixo,2915.21,2.3,True,False,True,False,False,Alto,Regular,Alta,False,Média,False,False,Moderado,Boa,Completa,Baixa,Boa,0.619118130964133,True
1110,2° EF,False,Feminino,12,False,True,False,False,Parda,Urbana,Aprovado,False,90.4,5.3,Baixo,6861.27,3.1,False,False,False,False,False,Alto,Regular,Alta,True,Alta,True,False,Alto,Boa,Completa,Alta,Ruim,0.2793682132280356,False
1111,1° EM,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,False,90.9,9.1,Médio,8662.96,2.3,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,False,Moderado,Boa,Completa,Alta,Boa,0.0893385982230997,False
1112,3° EF,False,Feminino,9,False,True,True,False,Branca,Rural,Aprovado,False,81.7,1.8,Alto,5348.81,0.7,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,False,Baixo,Ruim,Parcial,Média,Boa,0.4950641658440276,True
1113,3° EF,False,Feminino,12,False,True,False,False,Parda,Urbana,Aprovado,False,92.6,3.1,Médio,5446.56,0.5,False,False,False,True,False,Alto,Bom,Média,False,Alta,False,False,Moderado,Regular,Completa,Média,Regular,0.7061533399144457,False
1114,7° EF,False,Masculino,9,True,True,True,False,Branca,Urbana,Aprovado,False,75.7,4.9,Médio,4816.51,2.1,False,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,False,Baixo,Boa,Completa,Média,Boa,0.3716683119447187,True
1115,8° EF,False,Masculino,17,False,True,True,True,Parda,Urbana,Aprovado,False,80.4,8.2,Baixo,3738.63,1.8,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,False,Baixo,Regular,Completa,Alta,Regular,0.18558736426456077,False
1116,7° EF,False,Masculino,9,True,True,False,False,Parda,Urbana,Aprovado,False,96.4,9.7,Baixo,4933.13,1.0,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,True,Moderado,Boa,Completa,Média,Ruim,0.032576505429417583,False
1117,2° EF,False,Feminino,8,False,True,False,False,Parda,Urbana,Reprovado,False,93.1,7.5,Médio,5947.27,0.3,False,False,False,False,False,Médio,Bom,Média,False,Baixa,False,True,Moderado,Ruim,Parcial,Média,Boa,0.1574531095755183,False
1118,2° EM,False,Feminino,9,False,False,True,False,Amarela,Urbana,Em andamento,False,67.3,6.7,Baixo,9003.47,1.3,False,False,False,False,False,Alto,Regular,Baixa,True,Alta,False,False,Moderado,Ruim,Parcial,Média,Boa,0.32428430404738406,False
1119,4° EF,False,Feminino,9,False,True,True,True,Amarela,Rural,Aprovado,False,81.9,9.0,Médio,8618.82,1.8,False,False,False,False,False,Médio,Bom,Média,False,Baixa,True,False,Alto,Regular,Completa,Alta,Boa,0.1386969397828233,False
1120,2° EF,False,Feminino,11,False,True,True,False,Não declarada,Urbana,Aprovado,False,80.9,9.7,Alto,8015.76,2.7,False,False,False,False,False,Médio,Bom,Baixa,True,Alta,False,False,Moderado,Regular,Parcial,Média,Boa,0.10908193484698915,False
1121,2° EM,False,Feminino,7,True,True,True,False,Parda,Urbana,Aprovado,False,82.5,7.3,Alto,8230.93,2.2,True,False,True,False,False,Baixo,Bom,Média,False,Alta,False,False,Baixo,Boa,Completa,Média,Ruim,0.38417242513984873,False
1122,3° EM,False,Masculino,7,True,True,True,False,Amarela,Urbana,Reprovado,False,81.9,6.5,Médio,4870.87,3.6,True,False,False,False,False,Médio,Bom,Alta,False,Média,False,True,Moderado,Regular,Parcial,Alta,Boa,0.42662059888121096,False
1123,2° EM,False,Masculino,8,True,True,True,False,Branca,Rural,Aprovado,True,73.8,8.8,Muito alto,6383.04,1.0,True,False,False,False,False,Médio,Bom,Alta,True,Baixa,False,False,Baixo,Boa,Completa,Média,Boa,0.5176044751563015,True
1124,1° EM,False,Feminino,6,True,True,False,False,Parda,Urbana,Reprovado,False,87.1,4.0,Médio,8278.27,2.9,False,False,False,False,False,Baixo,Bom,Média,False,Alta,True,False,Alto,Regular,Completa,Média,Boa,0.35982230997038506,True
1125,8° EF,False,Masculino,13,True,True,True,False,Branca,Urbana,Aprovado,False,93.0,7.3,Médio,4273.5,2.0,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Boa,Parcial,Baixa,Boa,0.16781836130306027,True
1126,7° EF,False,Masculino,11,True,True,False,False,Amarela,Urbana,Reprovado,False,90.3,5.3,Médio,8810.23,2.7,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,False,Moderado,Ruim,Completa,Alta,Boa,0.27986179664363287,False
1127,2° EF,False,Masculino,8,True,True,True,False,Parda,Urbana,Aprovado,True,91.7,5.0,Muito baixo,4455.63,1.6,False,True,False,False,False,Médio,Bom,Alta,True,Alta,False,False,Alto,Boa,Insuficiente,Alta,Regular,0.4522869364922673,False
1128,5° EF,False,Feminino,9,False,True,True,False,Branca,Rural,Aprovado,False,75.1,6.1,Baixo,5933.52,3.1,False,False,False,False,False,Médio,Regular,Média,True,Média,False,True,Alto,Boa,Completa,Alta,Regular,0.31539980256663386,False
1129,5° EF,False,Feminino,9,False,True,False,False,Não declarada,Urbana,Aprovado,False,98.4,9.0,Médio,6800.66,2.3,False,False,False,False,False,Médio,Bom,Média,True,Média,False,False,Moderado,Regular,Completa,Baixa,Boa,0.05725567620927935,False
1130,4° EF,False,Masculino,7,True,True,True,False,Branca,Urbana,Em andamento,False,95.4,7.6,Alto,8721.13,1.3,False,False,False,False,False,Baixo,Bom,Baixa,True,Alta,False,False,Moderado,Regular,Completa,Média,Boa,0.14116485686080948,False
1131,9° EF,False,Masculino,14,False,True,False,False,Parda,Rural,Aprovado,False,94.6,4.3,Médio,3090.41,2.0,False,False,True,False,False,Alto,Ruim,Média,False,Alta,False,False,Alto,Ruim,Completa,Média,Ruim,0.3079960513326753,False
1132,6° EF,False,Masculino,9,False,True,False,False,Branca,Rural,Reprovado,False,95.0,4.9,Baixo,7090.39,1.8,True,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,False,Baixo,Boa,Completa,Alta,Regular,0.4409345179335309,True
1133,2° EF,False,Feminino,8,True,True,True,False,Branca,Urbana,Evadido,False,97.9,8.5,Médio,5293.32,2.5,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,True,Baixo,Ruim,Parcial,Média,Boa,0.08440276406712734,False
1134,3° EF,False,Feminino,6,True,True,True,True,Amarela,Urbana,Em andamento,False,88.9,7.3,Baixo,3281.36,0.8,False,False,False,False,False,Baixo,Ruim,Média,True,Média,False,False,Moderado,Ruim,Parcial,Alta,Regular,0.1880552813425469,False
1135,9° EF,False,Masculino,13,False,True,True,False,Preta,Rural,Aprovado,False,80.4,6.3,Muito baixo,7333.46,2.0,False,False,True,False,False,Alto,Regular,Baixa,False,Média,False,False,Moderado,Boa,Completa,Alta,Boa,0.27936821322803557,False
1136,1° EF,False,Feminino,9,False,True,False,False,Amarela,Urbana,Aprovado,False,90.5,6.9,Médio,5543.81,2.4,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,True,Moderado,Regular,Completa,Baixa,Boa,0.19990128331688056,False
1137,2° EM,False,Masculino,11,False,True,True,False,Branca,Rural,Aprovado,False,93.2,2.7,Baixo,6411.19,2.0,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,False,Moderado,Ruim,Parcial,Média,Regular,0.3938795656465943,False
1138,6° EF,False,Masculino,7,False,True,True,False,Amarela,Urbana,Aprovado,False,93.1,9.0,Médio,3714.79,3.3,False,True,True,False,False,Médio,Bom,Média,True,Alta,False,False,Alto,Boa,Completa,Média,Boa,0.0834155972359329,False
1139,6° EF,False,Feminino,11,False,True,True,False,Preta,Rural,Aprovado,False,88.5,5.7,Médio,4977.94,2.8,True,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,True,Moderado,Boa,Insuficiente,Média,Boa,0.4335307666995723,False
1140,8° EF,False,Feminino,14,False,True,True,False,Parda,Rural,Aprovado,False,74.2,7.6,Muito baixo,6063.29,2.0,False,True,False,False,False,Alto,Regular,Alta,False,Média,False,True,Baixo,Boa,Parcial,Alta,Boa,0.2458045409674235,False
1141,1° EM,False,Feminino,7,True,True,True,False,Amarela,Urbana,Aprovado,True,85.1,8.7,Médio,4368.89,2.2,False,False,False,False,False,Médio,Regular,Média,False,Alta,True,False,Moderado,Regular,Completa,Média,Boa,0.30223757815070756,True
1142,5° EF,False,Masculino,6,True,True,True,False,Parda,Urbana,Aprovado,False,97.5,9.1,Muito baixo,2721.58,2.3,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,False,Alto,Boa,Completa,Média,Boa,0.056762092793682155,False
1143,9° EF,False,Feminino,10,False,True,True,False,Branca,Urbana,Aprovado,False,89.8,6.1,Baixo,8809.25,2.4,True,False,False,False,False,Médio,Bom,Baixa,True,Baixa,False,False,Moderado,Ruim,Parcial,Alta,Regular,0.4073708456729188,False
1144,7° EF,False,Masculino,7,False,True,True,False,Não declarada,Urbana,Evadido,False,88.8,8.3,Muito baixo,5218.76,0.2,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,True,Alto,Regular,Parcial,Baixa,Regular,0.1391905231984205,True
1145,4° EF,False,Masculino,13,False,True,False,False,Amarela,Urbana,Evadido,True,82.5,8.4,Baixo,6993.0,1.7,False,True,True,False,False,Médio,Bom,Média,False,Alta,False,False,Baixo,Boa,Completa,Alta,Regular,0.3298782494241528,False
1146,2° EM,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,False,85.0,1.9,Médio,4417.83,0.5,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,False,Alto,Ruim,Completa,Alta,Ruim,0.47384007897334657,True
1147,1° EM,False,Feminino,16,False,True,True,False,Branca,Rural,Reprovado,False,96.8,8.0,Médio,3971.86,3.3,False,True,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Baixo,Boa,Insuficiente,Média,Regular,0.11451135241855877,False
1148,8° EF,False,Masculino,14,True,True,True,False,Branca,Urbana,Aprovado,True,91.5,9.6,Alto,4386.86,1.9,False,False,False,True,False,Médio,Bom,Alta,False,Média,False,False,Alto,Boa,Completa,Alta,Boa,0.5552813425468905,True
1149,2° EM,False,Feminino,13,True,True,True,False,Preta,Urbana,Aprovado,False,94.2,5.2,Muito baixo,4403.07,1.8,False,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,False,Alto,Boa,Completa,Média,Boa,0.26554787759131293,False
1150,2° EM,False,Masculino,9,False,True,True,False,Branca,Rural,Aprovado,False,87.0,7.9,Médio,5479.67,2.9,False,False,False,False,False,Médio,Ruim,Média,False,Alta,False,False,Moderado,Regular,Completa,Média,Boa,0.16781836130306022,False
1151,9° EF,False,Outro,16,False,True,True,False,Preta,Urbana,Reprovado,False,90.8,8.3,Médio,5474.01,2.4,False,False,True,False,False,Médio,Ruim,Alta,True,Alta,False,True,Moderado,Regular,Completa,Média,Ruim,0.1293188548864758,False
1152,1° EM,False,Masculino,14,False,True,False,False,Parda,Rural,Aprovado,False,81.9,6.6,Médio,5104.6,0.9,True,True,False,False,False,Alto,Ruim,Baixa,False,Alta,False,False,Alto,Boa,Completa,Média,Regular,0.4216847647252386,True
1153,9° EF,False,Feminino,14,False,False,False,False,Não declarada,Urbana,Aprovado,True,92.4,5.9,Baixo,2214.42,1.9,False,True,False,False,False,Alto,Ruim,Alta,False,Baixa,False,False,Moderado,Boa,Completa,Baixa,Boa,0.4044093451793353,False
1154,9° EF,False,Masculino,12,True,True,True,False,Branca,Urbana,Aprovado,False,86.4,5.7,Baixo,5096.0,1.7,False,False,False,False,False,Médio,Bom,Alta,True,Alta,False,False,Alto,Ruim,Parcial,Alta,Regular,0.27936821322803557,False
1155,8° EF,False,Masculino,19,False,True,True,False,Parda,Urbana,Aprovado,False,86.7,6.6,Baixo,2488.14,0.3,False,False,False,False,False,Médio,Regular,Baixa,True,Alta,False,False,Baixo,Boa,Completa,Baixa,Boa,0.23346495557749264,False
1156,9° EF,False,Feminino,15,True,True,True,False,Parda,Urbana,Reprovado,False,91.2,6.0,Médio,2145.43,1.3,False,False,False,False,False,Alto,Bom,Alta,True,Alta,True,False,Baixo,Boa,Completa,Baixa,Boa,0.24086870681145114,False
1157,2° EF,False,Masculino,11,False,True,True,False,Não declarada,Urbana,Aprovado,False,98.0,7.8,Médio,8578.0,1.8,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,False,Alto,Ruim,Insuficiente,Alta,Ruim,0.11846001974333666,False
1158,2° EM,False,Masculino,7,False,True,False,False,Preta,Urbana,Aprovado,False,73.9,6.9,Médio,5964.36,1.9,False,True,False,False,False,Médio,Bom,Alta,False,Média,False,True,Moderado,Boa,Insuficiente,Baixa,Boa,0.28183613030602167,True
1159,2° EM,False,Feminino,16,True,True,True,False,Branca,Urbana,Aprovado,False,95.1,8.7,Muito baixo,6399.36,0.5,False,False,True,False,False,Médio,Bom,Baixa,False,Baixa,False,True,Alto,Regular,Completa,Baixa,Boa,0.0883514313919053,False
1160,1° EF,False,Feminino,18,False,True,True,False,Preta,Urbana,Aprovado,True,83.1,7.1,Baixo,4344.03,3.2,False,False,False,False,False,Baixo,Bom,Média,True,Baixa,True,False,Alto,Boa,Completa,Baixa,Boa,0.39108259295821,True
1161,1° EM,False,Feminino,11,False,True,True,False,Parda,Urbana,Reprovado,False,86.8,8.5,Alto,8389.25,1.9,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,False,Alto,Regular,Completa,Média,Boa,0.13919052319842057,False
1162,2° EF,False,Feminino,11,False,True,True,False,Parda,Urbana,Reprovado,False,69.1,5.7,Médio,6227.41,2.0,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,False,Moderado,Boa,Insuficiente,Média,Regular,0.36475814412635743,False
1163,4° EF,False,Feminino,14,False,False,True,False,Branca,Urbana,Aprovado,False,83.4,1.0,Baixo,7274.15,2.4,False,True,False,False,False,Médio,Ruim,Média,False,Alta,False,False,Moderado,Ruim,Completa,Alta,Boa,0.5261599210266535,True
1164,9° EF,False,Feminino,14,True,True,False,False,Parda,Urbana,Aprovado,False,88.1,8.2,Médio,4078.98,1.2,True,False,False,False,False,Alto,Bom,Baixa,False,Alta,True,True,Moderado,Ruim,Completa,Média,Ruim,0.3121092464626523,True
1165,2° EF,False,Masculino,11,False,True,True,False,Parda,Urbana,Aprovado,False,73.3,5.1,Médio,8796.26,2.5,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Regular,Completa,Baixa,Ruim,0.3736426456071077,False
1166,1° EM,False,Masculino,8,True,True,True,False,Branca,Urbana,Aprovado,True,87.8,3.6,Alto,7683.24,1.6,True,False,False,False,False,Médio,Regular,Alta,True,Alta,False,True,Moderado,Regular,Completa,Alta,Regular,0.7051661730832511,True
1167,1° EM,False,Feminino,8,False,True,True,False,Parda,Urbana,Aprovado,False,97.7,6.0,Muito baixo,7950.32,1.1,False,False,False,False,False,Alto,Bom,Alta,False,Baixa,False,True,Moderado,Ruim,Completa,Alta,Boa,0.20878578479763082,True
1168,7° EF,False,Masculino,17,False,True,True,False,Branca,Urbana,Aprovado,False,76.5,6.5,Baixo,2512.79,2.6,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Regular,Completa,Baixa,Boa,0.28874629812438307,True
1169,1° EF,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,False,93.7,0.9,Baixo,3300.55,3.5,False,False,False,False,False,Baixo,Regular,Média,True,Baixa,False,False,Alto,Boa,Completa,Alta,Boa,0.48025666337611056,False
1170,4° EF,False,Feminino,18,False,True,False,False,Branca,Rural,Reprovado,False,86.0,5.6,Baixo,3417.5,2.7,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,False,Alto,Regular,Completa,Média,Boa,0.2862783810463969,False
1171,8° EF,False,Masculino,10,False,False,False,False,Branca,Urbana,Aprovado,False,91.3,6.3,Muito baixo,3300.12,2.9,False,False,False,False,False,Baixo,Regular,Média,False,Alta,False,False,Moderado,Ruim,Completa,Baixa,Boa,0.22556762092793686,False
1172,3° EM,False,Masculino,14,False,True,True,False,Parda,Urbana,Aprovado,False,82.2,9.5,Muito baixo,7961.96,1.5,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,False,Alto,Boa,Completa,Média,Boa,0.1125370187561698,True
1173,8° EF,False,Feminino,14,False,True,True,False,Preta,Urbana,Aprovado,False,78.9,5.1,Médio,1393.71,0.4,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Ruim,Insuficiente,Média,Boa,0.3460019743336624,False
1174,4° EF,False,Feminino,16,False,False,True,False,Branca,Urbana,Reprovado,True,79.0,7.0,Médio,1746.36,3.5,False,False,False,False,False,Baixo,Regular,Alta,True,Média,False,False,Alto,Boa,Parcial,Baixa,Ruim,0.416255347153669,False
1175,8° EF,True,Masculino,18,True,True,True,False,Branca,Urbana,Evadido,False,60.2,6.4,Baixo,936.3,5.1,False,True,True,False,False,Médio,Ruim,Média,True,Média,False,True,Alto,Ruim,Completa,Alta,Ruim,0.3741362290227049,True
1176,7° EF,False,Masculino,11,False,True,False,False,Parda,Rural,Aprovado,False,79.9,2.6,Alto,2733.55,3.5,False,True,True,False,False,Médio,Regular,Média,True,Alta,False,False,Baixo,Regular,Parcial,Alta,Boa,0.46446199407699906,True
1177,1° EM,False,Feminino,6,False,True,True,False,Parda,Urbana,Reprovado,False,91.5,2.8,Médio,2988.67,1.7,False,False,False,False,False,Médio,Regular,Média,False,Média,False,True,Alto,Boa,Completa,Alta,Regular,0.39733464955577497,False
1178,2° EF,False,Feminino,11,True,True,True,False,Parda,Urbana,Em andamento,False,96.5,9.9,Médio,7503.64,0.8,False,False,False,False,False,Baixo,Bom,Alta,False,Baixa,False,False,Alto,Boa,Completa,Alta,Regular,0.022211253701875603,False
1179,1° EM,False,Masculino,9,False,True,True,False,Preta,Rural,Evadido,False,94.8,5.9,Alto,5630.79,0.9,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,False,Baixo,Ruim,Completa,Média,Regular,0.22803553800592305,False
1180,7° EF,False,Feminino,11,True,False,True,False,Parda,Urbana,Aprovado,False,91.9,9.0,Baixo,1185.43,0.3,True,False,False,False,False,Alto,Regular,Alta,True,Alta,False,False,Moderado,Regular,Completa,Média,Regular,0.25386640342217837,False
1181,3° EM,False,Feminino,7,False,False,True,False,Amarela,Urbana,Aprovado,False,76.8,2.3,Baixo,4563.59,1.9,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,True,Moderado,Boa,Completa,Alta,Boa,0.49457058242843044,True
1182,5° EF,False,Feminino,15,False,True,True,False,Amarela,Urbana,Aprovado,False,83.0,5.9,Médio,4392.61,3.6,False,False,False,False,False,Médio,Regular,Média,True,Baixa,False,False,Alto,Boa,Parcial,Baixa,Ruim,0.28627838104639686,True
1183,8° EF,False,Masculino,13,False,True,True,False,Parda,Urbana,Aprovado,False,83.6,6.2,Baixo,2048.2,1.9,False,False,False,False,False,Baixo,Bom,Baixa,False,Média,False,False,Baixo,Boa,Parcial,Alta,Boa,0.2685093780848964,False
1184,3° EM,False,Masculino,7,False,True,True,False,Parda,Urbana,Aprovado,False,81.9,5.3,Baixo,6532.17,2.3,False,False,False,False,True,Médio,Bom,Alta,True,Média,False,False,Alto,Regular,Completa,Alta,Regular,0.32132280355380066,True
1185,2° EF,False,Masculino,7,False,True,True,False,Parda,Urbana,Aprovado,False,88.3,6.7,Baixo,6739.19,3.4,True,False,True,False,False,Alto,Ruim,Alta,False,Alta,False,False,Baixo,Boa,Parcial,Alta,Boa,0.38515959197104316,False
1186,3° EM,True,Feminino,18,True,True,False,False,Não declarada,Urbana,Evadido,False,75.8,5.7,Baixo,2464.16,2.6,False,False,True,False,False,Alto,Ruim,Alta,True,Média,False,True,Alto,Regular,Completa,Média,Ruim,0.3316880552813426,False
1187,9° EF,False,Masculino,16,False,True,True,False,Branca,Urbana,Aprovado,False,84.8,9.7,Médio,6949.54,4.0,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,False,Alto,Regular,Completa,Alta,Ruim,0.08983218163869701,False
1188,1° EF,False,Feminino,9,False,True,False,False,Parda,Urbana,Aprovado,False,84.7,5.1,Baixo,1139.82,4.0,False,False,False,False,False,Médio,Regular,Alta,True,Alta,False,False,Alto,Regular,Insuficiente,Alta,Ruim,0.3173741362290228,True
1189,4° EF,False,Feminino,13,False,True,True,False,Parda,Urbana,Aprovado,False,95.2,9.5,Médio,8747.68,1.9,False,False,False,False,False,Alto,Ruim,Alta,False,Baixa,False,False,Moderado,Boa,Completa,Média,Boa,0.04837117472852911,False
1190,9° EF,False,Masculino,16,True,True,True,False,Parda,Urbana,Evadido,False,94.2,9.7,Baixo,7633.37,1.4,True,False,False,False,False,Alto,Regular,Alta,True,Baixa,False,False,Alto,Regular,Parcial,Média,Boa,0.20796314577163547,False
1191,1° EF,False,Masculino,12,False,True,True,False,Parda,Urbana,Aprovado,False,83.5,8.6,Médio,8349.38,2.7,False,False,False,False,False,Baixo,Ruim,Alta,False,Média,False,False,Alto,Boa,Completa,Média,Boa,0.15054294175715702,False
1192,7° EF,False,Feminino,10,False,True,False,False,Parda,Urbana,Aprovado,False,97.3,1.2,Muito alto,1264.17,1.7,False,False,True,False,False,Alto,Regular,Alta,True,Baixa,False,False,Moderado,Boa,Completa,Alta,Boa,0.4476801579466931,False
1193,5° EF,False,Feminino,10,False,True,True,False,Parda,Urbana,Aprovado,False,98.5,6.3,Médio,8587.67,0.8,False,False,False,False,False,Médio,Regular,Média,False,Baixa,False,False,Moderado,Regular,Completa,Média,Ruim,0.19002961500493587,False
1194,8° EF,False,Feminino,13,False,True,True,False,Branca,Urbana,Aprovado,False,84.0,9.2,Baixo,7598.11,3.3,False,False,False,False,False,Alto,Bom,Média,True,Baixa,False,False,Alto,Ruim,Parcial,Baixa,Regular,0.11846001974333668,True
1195,1° EF,False,Masculino,12,True,True,False,False,Branca,Urbana,Reprovado,False,84.7,6.1,Médio,7816.89,3.2,False,True,False,False,False,Médio,Bom,Baixa,False,Alta,False,False,Alto,Boa,Completa,Média,Ruim,0.26801579466929915,False
1196,2° EM,False,Masculino,19,True,True,True,False,Parda,Urbana,Aprovado,False,88.1,2.1,Baixo,1883.44,2.2,False,False,False,False,False,Baixo,Bom,Alta,False,Média,False,False,Moderado,Boa,Completa,Média,Boa,0.4486673247778875,False
1197,3° EM,False,Masculino,10,False,True,True,False,Não declarada,Urbana,Aprovado,False,98.1,9.1,Médio,7031.75,0.7,False,False,False,False,False,Médio,Bom,Média,True,Média,False,False,Alto,Ruim,Completa,Alta,Regular,0.05380059230009877,False
1198,3° EM,False,Feminino,9,True,True,False,False,Branca,Urbana,Aprovado,False,96.4,7.8,Médio,8795.5,0.8,True,False,False,False,False,Alto,Regular,Alta,False,Baixa,False,False,Alto,Boa,Parcial,Baixa,Boa,0.2908851595919711,False
1199,9° EF,False,Outro,16,False,True,True,False,Parda,Urbana,Aprovado,False,76.4,5.7,Médio,6551.36,2.1,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,False,Baixo,Boa,Completa,Média,Regular,0.32872655478775914,False
1200,2° EF,False,Feminino,13,False,True,True,False,Parda,Rural,Aprovado,True,85.6,6.7,Alto,5690.08,1.5,False,False,False,False,False,Baixo,Regular,Média,False,Média,False,False,Alto,Regular,Insuficiente,Média,Boa,0.39848634419216855,False
1201,1° EM,False,Feminino,15,False,True,True,False,Parda,Urbana,Aprovado,False,89.1,9.6,Baixo,8681.55,1.7,False,False,False,False,False,Baixo,Bom,Média,True,Média,False,False,Baixo,Boa,Completa,Baixa,Boa,0.0735439289239882,False
1202,1° EF,False,Feminino,10,False,True,False,False,Parda,Urbana,Aprovado,False,88.1,6.7,Baixo,4672.18,3.0,False,False,False,False,False,Alto,Regular,Baixa,False,Baixa,False,False,Moderado,Boa,Completa,Média,Ruim,0.221618953603159,True
